query,user,date,content,replies,retweets,likes
Hindutva danger,/KRVR_IN,2025-04-27T05:22:10.000Z,KR @KRVR_IN · Apr 27 Replying to @contendedseeker and @AmitLeliSlayer Teri Maa aur behen maare jayenge terror attacks me tab pata chalega tuje. Bsdiwali when did  questioning the government become anti national. Gobar brain . Because of your kind of hindutva thugs innocent hindus lives have come to danger. 1 4,1,1,1
Hindutva danger,/AdvocateAura,2025-04-26T23:24:45.000Z,"Advocatus @AdvocateAura · Apr 27 Indian Hindus think that the UK is like India, where they can harass, racially abuse and threat people. 

Deport such hate filled people who are a danger to the peace and sanctity of British society. #India #Hindus #Hindutva #IndianArmy #Pakistan #PakistanArmy #UK #Pahalgam Show more 1 7 1K",1,1,1
Hindutva danger,/AjanuCoelho,2025-04-26T17:10:13.000Z,"Spread Love @AjanuCoelho · Apr 26 So, terrOrist organization from Pakistan Alias named Hindutva Profiles is attacking Hindus and putting their lives in danger . Quote Hindutva Profiles @HindutvaProfile · Apr 26 Sonu Hindu, a cow vigilante tied to Monu Manesar, leads violent attacks on truck drivers and cattle transporters across Haryana, Rajasthan, and UP. His Gau Raksha Dal gang acts with police support, targeting marginalized groups. https:// hindutvaprofiles.org/member/sonu-hi ndu/ … 20",20,20,20
Hindutva danger,/AdvocateAura,2025-04-26T12:35:25.000Z,"Advocatus @AdvocateAura · Apr 26 Replying to @AbuHafsah1 Let the world know that H indutva ideology is NO different than the Nazis ideology.
These thugs are clear and present danger to the sanctity of the British society. 7 4 190 8.1K",7,7,7
Hindutva danger,/AdvocateAura,2025-04-26T12:29:23.000Z,"Advocatus @AdvocateAura · Apr 26 Replying to @CallumAbroad Hindutva ideology is NO different than the Nazis ideology. 
It is a clear and present danger to the sanctity of the  British society. There are facts finding reports conducted by the UK authorities expressing such a fear especially in the context of Leicester riots between Show more 5 1 17 2.2K",5,5,5
Hindutva danger,/beingbbt,2025-04-26T09:07:07.000Z,डॉ नत्थूलाल @beingbbt · Apr 26 @PMOIndia How come this profile is not withheld in India. This profile is listing every people who’re actively working for #Hindutva and calling them hate mongers. It can cause serious danger to these people. @AshwiniVaishnaw @narendramodi @AmitShah @AmitShahOffice @HMOIndia 10,10,10,10
Hindutva danger,/arnab_goswmai,2025-04-26T07:36:16.000Z,"Saurabh @arnab_goswmai · Apr 26 Replying to @iShashiShekhar This Fake Sage never speak on Kolkata, Bangladeshi Hindu Plight and Pak Hinuds, but always pops out from his Bill to speak retard against Modi ji!! Hindutva is in danger bz of these fake babas!! 20",20,20,20
Hindutva danger,/machardanii,2025-04-26T05:33:08.000Z,"Machardani @machardanii · Apr 26 Replying to @karanbirtinna Karan paaji saying Indi allainz supporters not getting likes

if that was the case a dhruv rathee or a clip katua wouldn’t have the likes and retweets on this platform

all they do is type bhakt, hindutva , minority in danger and people like you flock to like it
learn frm them 2 156",2,2,2
Hindutva danger,/indigenous84,2025-04-25T21:03:36.000Z,ravan @indigenous84 · Apr 26 Replying to @VigilntHindutva Hindutva is a fascist ideology and danger to world peace 2,2,2,2
Hindutva danger,/MukRealist,2025-04-25T17:12:57.000Z,🆄🅺 @MukRealist · Apr 25 This is how redical hindutva extremism inspire their population against #islam and other minorities living in india like #Christians #Dalit and put their lives in danger @MWLOrg_en @MofaQatar_EN #Pahalgam #India #Pakistan Quote Jaspreet Kaur @jaspreetsays · Apr 25 And we must not live in denial. PERIOD. #PahalgamTerrorAttack 129,129,129,129
Hindutva danger,/KUTTI_012,2025-04-25T04:19:24.000Z,"SJ @KUTTI_012 · Apr 25 Replying to @armani_bloom In middle East , Islamic extremist had created 'muslim khatre mein hai' by showing Israel / western countries as their enemies ..
In India they r showing Hindutva as the danger to muslims ..creating communal unrest doesn't help anyone but extremists (both islamic and hindutva ) 1 25",1,1,1
Hindutva danger,/Shanksponie,2025-04-25T03:19:06.000Z,"Rest in Pissinger From the River to the Sea. @Shanksponie · Apr 25 Hindutva , Zionism and Nazism. 

Three relatied ideologies that are the source of so much hate, suffering and brutality, and which pose the gravest danger to humanity. 3 30",3,3,3
Hindutva danger,/MukRealist,2025-04-25T01:41:46.000Z,"🆄🅺 @MukRealist · Apr 25 When you and your hindutva friends will shape narratives which put lives of  thier families and whole community in danger they definitely will react so to speak every human on planet earth will do so ,just like #Christians are reacting in manipur #Pehlgam #Pakistan #india https:// x.com/Warlock_Shubh/ /Warlock_Shubh/status/1915471966489677934 … This post is unavailable. 189",189,189,189
Hindutva danger,/marquess_desist,2025-04-23T22:33:19.000Z,"marquess-cease-&-desist @marquess_desist · Apr 24 Raving hindutva fascists may provoke a nuclear exchange with Pakistan. Hindutva is a danger to humanity. Quote WarMonitor @WarMonitor3 · Apr 23 India is very very very angry.

Very bad signs coming from sources inside the country. 1 75",1,1,1
Hindutva danger,/nomadicoyster,2025-04-23T14:52:14.000Z,"kilamanjaro @nomadicoyster · Apr 23 India going after Islamist puts  democracy in danger and strengthens fascist Hindutva forces. Quote Visegrád 24 @visegrad24 · Apr 23 BREAKING

Jordan bans the Muslim Brotherhood, a Hamas ally & Jordan’s largest opposition group.

Jordan closed down their offices & confiscated the group’s assets after arresting 16 Islamists trained in Lebanon to attack Jordan with rockets & drones

The West must ban the MB too! 20",20,20,20
Hindutva danger,/kriti_raj_9911,2025-04-23T12:19:37.000Z,Kriti @kriti_raj_9911 · Apr 23 And we must unite..Kab tak yeh language woh jaati pr ladege..we should unite..Veer Savarkar ji said truly that The danger of Hindutva is not from the enemies but from Hindus against it #PahalgamTerroristAttack Quote Karan Kundrra @kkundrra · Apr 23 #PahalgamTerroristAttack #Justice Enough is Enough! 1 2 911,1,1,1
Hindutva danger,/kimchiisdel,2025-04-23T12:10:17.000Z,"𝓩7 @kimchiisdel · Apr 23 Replying to @kimchiisdel Like No Jitesh, Hindutva is not in danger especially in India cause lemme get the facts straight 
PM, HM, Governor, NSA, Chief of all forces : Hindu 
If anything the minorities are in danger under this government cause they know how to play w religious sentiments. 1 1 31",1,1,1
Hindutva danger,/kimchiisdel,2025-04-23T12:10:16.000Z,"𝓩7 @kimchiisdel · Apr 23 Replying to @kimchiisdel And I know, no matter spitting all this, there'll still be a few Jiteshs somewhere out there saying ""We gotta kill all the muslims cause hindutva is in danger . Modi is the only right way"" 1 1 31",1,1,1
Hindutva danger,/dibyendux,2025-04-23T10:36:00.000Z,"Dibyendu Das @dibyendux · Apr 23 Some Hindutva supporters are making empty threats online, but it's questionable how they'd fare in the face of real danger , unlike the brave Kashmiri youth who lost his life. 3 4 26 405",3,3,3
Hindutva danger,/Pakhi19sp,2025-04-23T07:49:32.000Z,"Pakhi @Pakhi19sp · Apr 23 Replying to @ANI People like you can stoop to any level for politics. People like you can never accept how bad the condition of Hindus is in Bengal. The truth is that only TMC people do fraud for votes. Because of people like you, Hindutva is in danger . 73",73,73,73
Hindutva danger,/AhamedJ0Y,2025-04-23T06:14:04.000Z,Ahamed Joy @AhamedJ0Y · Apr 23 Are these all staged drama? Why would the attack happens after he leaves. Muslim lives are in danger in India. Now watch hindutva goons will attack jammu & kashmir and they just want the WAQF BILL to continue. You can never have your minority rights in India https:// x.com/ashoswai/statu /ashoswai/status/1914779597461447164 … This post is unavailable. 1 52,1,1,1
Modi resign,/Nationalis40247,2025-08-31T06:50:04.000Z,Riya @Nationalis40247 · 6h Replying to @Indianinfoguide Modi should resign 1 293,1,1,1
Modi resign,/adarshahgd,2025-08-31T06:41:53.000Z,Adarsh Hegde @adarshahgd · 6h Replying to @avarakai Very few resign on Moral Grounds. Since he was a honest man he took the blame on himself and resigned. But P.M Modi understood his calibre and made him in charge of A&C island which is a crucial military base of india. 2 19 307 23K,2,2,2
Modi resign,/redknightrider5,2025-08-31T06:21:07.000Z,John Keats @redknightrider5 · 6h Replying to @PoornimaNimo MODI IS A VOTE CHOR AND SHOULD RESIGN AS HE LOST VARANASI ELECTIONS 23,23,23,23
Modi resign,/HashiraSai6390,2025-08-31T05:48:03.000Z,"direction @HashiraSai6390 · 7h Replying to @rahul611979 and @azizkavish 26/11 ke आतंकवादी pkde gye the aur mare gye . Govt bhi change hui resign bhi hue . Pulwama aur pehalgam ke आतंकवादी kaha gye ??? Kisi ne resign kiya ?? Bs pr ki modi ne apni vote mange gye . Govt hi hai change करो chahe wo congress ho ya bjp .
Us time congress glt is time bjp 2 13",2,2,2
Modi resign,/UsmanRumi786,2025-08-31T04:59:01.000Z,Usman Rumi @UsmanRumi786 · 8h Replying to @PoliticalPrism_ indian people stand against modi they want modi to resign 19,19,19,19
Modi resign,/MajjiJSMurthy,2025-08-31T04:29:50.000Z,Majji JS Murthy @MajjiJSMurthy · 8h Morally corrupt Modi sarkar should resign before it is too late for them. youtube.com विपक्ष ने पकड़ी BJP की बड़ी चोरी | जल्द होने वाला है खुलासा ! Rahul... विपक्ष ने पकड़ी BJP की बड़ी चोरी | जल्द होने वाला है खुलासा ! Rahul Gandhi | Modi | Tejashwi |#dblivePlease Subscribe DB LIVE : https://www.youtube.com/@DBLive... 17,17,17,17
Modi resign,/RatanMani55,2025-08-31T03:37:08.000Z,"@ratanmani55 @RatanMani55 · 9h Modi should be impeached, as it looks he will never resign himself @narendramodi @MahiDJi2Boss22 Quote mister India @hammehaiindia62 · 18h मंच से मोदी को गली देने वाला निकला बीजेपी वाला शर्मा जी ने जो कहा सुन कर दंग रह जाएंगे @INCBihar @SupriyaShrinate 2 13",2,2,2
Modi resign,/perry_0603,2025-08-31T03:06:05.000Z,"ペシハラ @perry_0603 · 9h Replying to @narendramodi and @shigeruishiba モディさん、日本へようこそ。
Welcome to Mr. Modi !
We Japanese people really hate this guy Ishiba. Pls tell him to resign Prime minister immediately. 19",19,19,19
Modi resign,/GardullaB,2025-08-31T02:52:40.000Z,Zapata Vinchu @GardullaB · 10h Replying to @benipalnav Samj ni aa raa Modi shud resign or not after seein this post 1 57,1,1,1
Modi resign,/iluvindia2014,2025-08-31T01:45:22.000Z,"Tamirabharani தாமிரபரணி @iluvindia2014 · 11h What kind of clown world we live in? 

Even for Russia - Ukraine war, the Modi should resign ! 1 1 25",1,1,1
Modi resign,/periyardhasan80,2025-08-31T00:16:21.000Z,"தமிழ் வெல்லும் @periyardhasan80 · 12h #Coward_Narendramodi @narendramodi #idiotPM_ Modi #Resign _ Modi Quote G.K.Indiran @G.Kubendiran @KubendiranG · Aug 28 இது 40 -வது முறையா சொல்றாரு தலைவா..!?

56 - வது முறை சொல்லட்டும் என்ன நடக்கப் போகுதுன்னு பாரு...? 9",9,9,9
Modi resign,/teestateasekrti,2025-08-30T22:50:08.000Z,"chanduki chachi aur mujhe ajtak chatni nahi chatai @teestateasekrti · 14h Putin looks cool bhai
i want a PM like him
Maulana Modi should resign Quote Mirthful Moments @moment_mirthful · 23h Vladimir Putin: The Rise, Power, and Controversies – A Thread 1. Conor McGregor was given a warning for putting his arm over Vladimir Putin 115",115,115,115
Modi resign,/Dkr19551970,2025-08-30T21:42:21.000Z,Don-Not That Other Don @Dkr19551970 · 15h @GOP isn't it time for someone to do as Goldwater did with Nixon and walk over to the White House and tell this dope to resign ? The Nobel Prize and a Testy Phone Call: How the Trump-Modi Relationship Unraveled From nytimes.com 78,78,78,78
Modi resign,/Tornado290803,2025-08-30T19:29:48.000Z,Tornado @Tornado290803 · 17h https:// youtu.be/HaAWhkGRiAE?si =8F9H0qAfKxZTSAqF … @rashtrapatibhvn madem just be aadiwasi.. boot lickeker of modi don't worry VP gaya Tu bhi Jayegi .. I think you are surrounded by chaps who don't have spun/s ..k .. in there ba@ls.. I just think the madam president please resign ..  have some shame youtube.com फिलिस्तीन के राजदूत ने क्यों की भारतीयों से पढ़ने की अपील? Palestine... आखिर Palestine में अभी हो क्या रहा है? क्या दुनिया के ताकतवर देश वाकई इस मुद्दे को लेकर गंभीर हैं? भारत के नागरिक इस मुद्दे पर क्या कर सकते हैं? इन तमाम मुद... 8,8,8,8
Modi resign,/Surinde60639737,2025-08-30T16:19:48.000Z,"Surinder Singh @Surinde60639737 · 20h Modi should resign immediately on seeing his conspiracy of vote fraud otherwise public knows,,,, Quote Armaan @Mehboobp1 · Aug 30 Today’s rally is Bihar, from the lens of Rahul Gandhi ji himself 

Just see the energy. Change is evident. 3",3,3,3
Modi resign,/Surinde60639737,2025-08-30T16:04:38.000Z,"Surinder Singh @Surinde60639737 · 20h They are the true Indian and Modi is fake and vote chore sitting on PM chair as PM . He should resign immediately Quote Surbhi Maradiya @SurabhiMaradiya · Aug 30 राहुल गांधी, तेजस्वी यादव और अखिलेश यादव ने मतदाता अधिकार यात्रा ने BJP की नींद उड़ा दी है। 2",2,2,2
Modi resign,/ashishjha101,2025-08-30T15:27:30.000Z,"Ashish Jha @ashishjha101 · 21h The property registration fee has been doubled by the Karnataka Government.

Shame on the Modi govt..... PM should resign immediately. 12",12,12,12
Modi resign,/Anil_bade2,2025-08-30T14:51:40.000Z,"बड़े_भारत @Anil_bade2 · 22h @nitin_gadkari must resign from the office

Enjoy at home 

Because this men Modi name fame is going to fail 

People voted in the name of Modi But this men doing the worst Quote Rattan Dhillon @ShivrattanDhil1 · Aug 29 Just imagine a staggering ₹3,200 crores spent on building the world’s highest tunnel, the Atal Tunnel, and within just a few years it has started leaking like anything. 

What does this say about our infrastructure? A tunnel inaugurated by PM Modi with such pride hasn’t even Show more 17",17,17,17
Modi resign,/KurniSatya,2025-08-30T14:38:07.000Z,Satyanarayana K @KurniSatya · 22h Replying to @seriousfunnyguy and @ARanganathan72 Leave bike can he ride a bicycle like my nephew who is 5 years old. My nephew can so he is the next PM. Resign Modi . 18,18,18,18
Modi resign,/prakashg_17,2025-08-30T14:05:14.000Z,"Prakash G @prakashg_17 · 22h Tarriff in India needs to be taken very seriously 

We need to reduce Corruption

Bring accountability

And privatisation is key to bring Investments
But should not allow crony capitalism

We need to upgrade Infrastructure & Improve Education & Health care 
And Modi should Resign 1 49",1,1,1
Modi resign,/vikram140gulati,2025-08-30T13:50:34.000Z,vikram @vikram140gulati · 23h Modi is the only PM who didn't resign after the last #LokSabha ended neither did he call a meeting of #BJP MPs to elect him a leader - what LUST FOR POWER - seedha went running to Murmu - swearing date fix karo 1 13,1,1,1
Modi resign,/The_Bong_Woke,2025-08-30T13:06:48.000Z,"T̶h̶e̶ B̶o̶n̶g̶ W̶o̶k̶e̶ @The_Bong_Woke · 23h Replying to @sardesairajdeep When train gets derailed, #Modi Ji must resign .. When militants attacks tourists in #Kashmir , #Modi Ji must resign .. Why this double standard? #Congress and it's useless #Ecosystem is beyond logic. 28",28,28,28
Modi resign,/AkalyaMohan,2025-08-30T12:34:36.000Z,"Akalya Mohan @AkalyaMohan · Aug 30 Replying to @SnehaB623641 and @MeghUpdates Why can't the PM of india be a dalit or adivasi

Why can't modi resign 17",17,17,17
Modi resign,/Hindustani0707,2025-08-30T12:15:20.000Z,Xclusiveछोरा @Hindustani0707 · Aug 30 Replying to @coolfunnytshirt What is the BJP government doing? Modi ji resign do. 36,36,36,36
Modi resign,/Geetkapur,2025-08-30T11:59:52.000Z,"Geet Kapur @Geetkapur · Aug 30 Replying to @DaaruBaazMehta Work not done by AAP for a decade. No issues.. 
Problems coming under BJP under 6 months, Modi should resign . 3 154",3,3,3
Modi resign,/bobby_bains,2025-08-30T09:46:44.000Z,mani bains @bobby_bains · Aug 30 Modi MUST Resign ! Shameful ! Quote Mohit Chauhan @mohitlaws · Aug 29 Rahul Gandhi just shared this reel on his Instagram story. #VoteChori 10,10,10,10
Modi resign,/PankajDKL,2025-08-30T09:41:35.000Z,Pankaj Kumar Nayak @PankajDKL · Aug 30 Replying to @AAPOdisha and @nishimohapatra Modi Shaha should resign 5,5,5,5
Modi resign,/bookloveramit,2025-08-30T09:33:55.000Z,Book Lover @bookloveramit · Aug 30 Replying to @CommonBS786OM Modi should Resign Before 2014 Such things not happening 10,10,10,10
Modi resign,/badlapurvikas,2025-08-30T09:05:01.000Z,महाराष्ट्र विकास मिडिया @badlapurvikas · Aug 30 @narendramodi your own bjp says Desh ke gaddaro ko goli maro salo ko. If PM Modi break the trust of INDIA then same will be applicable? but anyway we are not Sanatani to think of violence. Still you have time to improve and resign from PM position before its too late Quote Mohit Chauhan @mohitlaws · Aug 29 BJP is lecturing us on language. 11,11,11,11
Modi resign,/sanshulkumar,2025-08-30T09:03:44.000Z,"Anshul Kumar Singh @sanshulkumar · Aug 30 Replying to @sanshulkumar According to The Wire, Govt asked James to resign after NFHS-5 data contradicted Modi govt claims — esp. that India was open defecation free.
When he refused → suspension. #NFHS #SwachhBharat http:// bit.ly/TheWire-IIPS 1 8",1,1,1
Modi resign,/vazhapadiar,2025-08-30T09:01:07.000Z,"Vazhapadi Rama Suganthan @vazhapadiar · Aug 30 Honble @nsitharaman should ask Modi ji to resign and make GK VASAN , s/o GK moopanar as Prime Minister to avenge people who didn't make GK Moopanar as Prime Minister , what say @BJP4India @BJP4TamilNadu 28",28,28,28
Modi resign,/Frank384Castle,2025-08-30T08:22:49.000Z,"Abhijeet Pathak @Frank384Castle · Aug 30 Replying to @ShayarImran Haa sale chutiye kal hi Modi ji retirement le lenge nahi to resign kar denge isse dar ke,salon tum log ko isse 10% extra vote mil jaye wahi bahut hai. 8",8,8,8
Modi resign,/WarriorZxxx,2025-08-30T08:14:53.000Z,"Head Hunter @WarriorZxxx · Aug 30 Replying to @MrSinha_ and @NitinNabin And what about who against India constitution?
Ok!I agree with this,let them apologise to people.
But what about vote scam?will Modi n ECI will be put behind the bar?
Will Modi will resign from his PM seat?
Will shah will resign from HM seat? 7",7,7,7
Modi resign,/dinook74,2025-08-30T08:09:30.000Z,"Dino @dinook74 · Aug 30 Replying to @RomeshSabharwal @rssurjewala and @reporters_co There is no hera pheri of votes , I am talking of Narendra Modi Bharats best PM ever who gave us real freedom in 2014. If Cong feels there is hera pheri Gandhis should resign as MPS and not contest any elections , they want to damage to India through anarchy , if there was hera Show more 1 1 59",1,1,1
Modi resign,/asad1949,2025-08-30T08:08:02.000Z,ASAD USMANI @asad1949 · Aug 30 Replying to @iAmjadKhann Liar frauds selfish money launders corrupt agent Modi Nawaz Zaleel tubber 40 years rule destroyed People & Pakistan in all respects & fields morality foreign policy corruption lies conspiracy boot polisher to army generals get lost go resign @iAmjadKhann best @agentjay2009 best 1 1 24,1,1,1
Modi resign,/kolarriver,2025-08-30T08:06:16.000Z,Vāsava @kolarriver · Aug 30 Replying to @yassshvardhan He will resign from gadkari in Last few years thereby seccessfully eliminating Amit Shah Modi rival and you will vote BJP again 21,21,21,21
Modi resign,/Abs_is_a_Crab,2025-08-30T07:56:45.000Z,"Abhishek G @Abs_is_a_Crab · Aug 30 Replying to @FBIDirectorKash MAA chudwa lo kash Patel - Gujarati bhosdi ke
Go keep wiping the boots of your white masters. Shame that you are of Indian heritage. 
If I were you - I would resign from this fucking post for how Trump ( your white master) is treating India and Narendra Modi @narendramodi 99",99,99,99
Modi resign,/LsinterR,2025-08-30T07:44:17.000Z,"S.RAMESH @LsinterR · Aug 30 Replying to @sardesairajdeep Resign from journalism and become a official spokesperson of rusted party. What ever makeover u give to diper baby, he will never become leader accepted by Indian's forget about PM. It is official PM Modi to be prime minister atleast till 2034 7",7,7,7
Modi resign,/Techrock24,2025-08-30T07:35:12.000Z,"Faymen @Techrock24 · Aug 30 Replying to @VishalBhargava5 true 
2029 is for rahul for sure 
I'm a bjp supporter in some cases only , but now I think BJP has completely lost its strength, now modi will also resign next time , new generation of voters will come 
and last 1 year bjp is only playing in the defensive 
so ita very very hard 7",7,7,7
Modi resign,/JoyAlph,2025-08-30T06:57:36.000Z,Joy Alphonse @JoyAlph · Aug 30 Replying to @mr_mayank Modi has no right to continue further as Prime Minister of India. He must resign . 34,34,34,34
Modi resign,/MuniJi7,2025-08-30T06:55:26.000Z,No hate speech @MuniJi7 · Aug 30 Replying to @BaluGorade Modi Amit Shah should resign 1 27,1,1,1
Modi resign,/SPDhoke4,2025-08-30T06:50:26.000Z,"Sagar Dhoke @SPDhoke4 · Aug 30 Replying to @TV9Bharatvarsh The Rupee is getting weaker against the dollar and it is matter of concern Modi should resign immediately 

Rupay गिर रहा है और मोदी सरकार भी 

Today, $1 = ₹88.22 12",12,12,12
Modi resign,/SPDhoke4,2025-08-30T06:50:09.000Z,"Sagar Dhoke @SPDhoke4 · Aug 30 Replying to @MrSinha_ The Rupee is getting weaker against the dollar and it is matter of concern Modi should resign immediately 

Rupay गिर रहा है और मोदी सरकार भी 

Today, $1 = ₹88.22 15",15,15,15
Modi resign,/SPDhoke4,2025-08-30T06:49:45.000Z,"Sagar Dhoke @SPDhoke4 · Aug 30 Replying to @ndtvindia The Rupee is getting weaker against the dollar and it is matter of concern Modi should resign immediately 

Rupay गिर रहा है और मोदी सरकार भी 

Today, $1 = ₹88.22 13",13,13,13
Modi resign,/Parthas36066815,2025-08-30T06:49:44.000Z,Parthasarathy. S @Parthas36066815 · Aug 30 Modi should resign immediately because @siddaramaiah is forced to burden common public with continuous tax raise and price rise of essential items 8,8,8,8
Modi resign,/SidsHeartsss,2025-08-30T06:32:46.000Z,Seema @SidsHeartsss · Aug 30 Suddenly instagram ko kya hogaya h har dusri video sirf astrologer ki ya dumb podcaster ki aarahi h jo ek hi baat bol rahe h modi will resign in 2027 its not algorithm mere insta feed pe poliltics ki post khabhi nai aati abhi 2 din se yeh hi sab aaraha h. #ModiGovernment 22,22,22,22
Modi resign,/IrfanAziz100,2025-08-30T04:21:31.000Z,The truth and Retribution for truth . @IrfanAziz100 · Aug 30 Replying to @narendramodi Japan doesn’t have such PM who steal people votes nor have any corrupt PM aide like Adani or Ambaani in case if People give mandate or found in corrupt activities like how Modi is involved now back in Japan they resign or kill themselves they have shame how people will react . 13,13,13,13
Modi resign,/Ishwarguru85,2025-08-30T04:12:16.000Z,Mr IG @Ishwarguru85 · Aug 30 The letter D in the word “ MODI ” stands for Disaster Resign and go home please @narendramodi 2 14 289,2,2,2
Modi resign,/sksnco,2025-08-30T03:37:00.000Z,"SUSHIL SHARMA @sksnco · Aug 30 @pbhushan1 @ravish_journo I always suspected why Urjit Patel resigned mid way.

I order to escape from 100s of questions, Modi /RSS made him resign and appointed Shakti Kanta Das.

Demonetisation completely failed as RBI was unable to give correct count of money collected back. Show more 44",44,44,44
Modi resign,/nagendrarebel97,2025-08-30T03:36:34.000Z,Nagendra @nagendrarebel97 · Aug 30 Replying to @arunganta @JanaSenaParty and @PawanKalyan Pk CM kante PM ki best hope modi resign CHESI pk ni pm ni chestadu 1 67,1,1,1
Modi resign,/Ram_100s,2025-08-30T03:10:22.000Z,ram p @Ram_100s · Aug 30 Replying to @sagarikaghose and @airindia Yeah... Modi should ensure full visibility over the sky and land. Modi Govt should resign !!! Are you or Moitra going to sit on dharna demanding this ? 3 37,3,3,3
Modi resign,/Arunforever247,2025-08-30T02:41:37.000Z,Arun @Arunforever247 · Aug 30 Replying to @SaahityaVeda All because of Mo di Modi should resign 7,7,7,7
Modi resign,/SachinK36048247,2025-08-30T02:22:01.000Z,Sachin Kumar @SachinK36048247 · Aug 30 Replying to @CryptoHunter56 and @ByRakeshSimha It's all happening because of BJP rule Congress was having Mohabbat ki dukan which was destroyed by Modi and Yogi they should resign . 128,128,128,128
Modi resign,/pcsoftomato,2025-08-30T02:14:39.000Z,"まりも @pcsoftomato · Aug 30 Replying to @shigeruishiba and @narendramodi Do not waste Modi ’s time
Many Japanese people hope that you will resign as Prime Minister. 221",221,221,221
Modi resign,/vipraks,2025-08-30T02:03:18.000Z,"vijaya @vipraks · Aug 30 Modi should resign Quote Keh Ke Peheno @coolfunnytshirt · Aug 29 Least number of people should commute at peak hours so that she can commute conveniently.  Otherwise, govt should resign! 2 6 2.4K",2,2,2
Modi resign,/keeya_ks,2025-08-30T01:30:34.000Z,gia @keeya_ks · Aug 30 Replying to @thehawkeyex Modi needs to get rid of this chutiya once and for all I never liked him he was always jealous of modi and was placed by mohan it’s time mohan bagwant tells him to resign 1 26,1,1,1
Modi resign,/RishabhSaudaga2,2025-08-29T22:23:10.000Z,"Saling Soul @RishabhSaudaga2 · Aug 30 Replying to @Im_UditPatel I would even say Modi might not really be elected this time, someone must check his seat did any kind of manipulation happen even if there is .5% space for doubt he must morally resign & maybe go through the election once again 5",5,5,5
Modi resign,/Brushupcrypto,2025-08-29T22:05:48.000Z,BrushUp Crypto @Brushupcrypto · Aug 30 Replying to @PoliticalViewsO PM modi will be the face of 2029 elections and I think he'll resign 8-10 months before 2034 elections to give Yogi Ji enough time to show he is good enough PM candidate for 2034 elections. 135,135,135,135
Modi resign,/im_shrey1,2025-08-29T19:54:05.000Z,Shrey @im_shrey1 · Aug 30 Replying to @shaileshrtiwari @amit_code and @TimesAlgebraIND bhai resign kr dega to modi ka chotta pana ujagar kaise krega 9,9,9,9
Modi resign,/HashiraSai6390,2025-08-29T18:30:59.000Z,direction @HashiraSai6390 · Aug 30 Replying to @Live_Hindustan Toh jake trump ko sorry bol do waise bhi wo modi ko tu tadka bolta h . Abki baar trump sarkar bolne toh nikl liye the . Logo ko बेवकूफ़ bnana bnd kro bjp ki wjh se ho rha . Ab resign kro chupchap 73,73,73,73
Modi resign,/alokjain677661,2025-08-29T17:13:57.000Z,"alok jain @alokjain677661 · Aug 29 Replying to @RealPNavarro You are fool, every one in world is looking your double standards,you are the barrier in US for Presedent Trump for Nobel peace prize,Trump is very near to Stop the war but you are providing heavy arms to Ukrain,Mr Modi and Elon is key person who can do for Trump, you must resign 33",33,33,33
Modi resign,/KCharlemag70209,2025-08-29T15:53:24.000Z,King Charlemagne @KCharlemag70209 · Aug 29 Replying to @IndianTechGuide Shameless Modi first surrendered Bharat to US. Now to archrival China. RESIGN NOW!!!! 1 11,1,1,1
Modi resign,/positivtygalore,2025-08-29T15:51:52.000Z,"Nik @positivtygalore · Aug 29 Replying to @JhaSanjay GDP bhi mila hua hai Modi se 

GDP must resign 2 54",2,2,2
Modi resign,/anilpanchaladv1,2025-08-29T15:51:37.000Z,"Anil Panchal Advocate @anilpanchaladv1 · Aug 29 Replying to @sumantkabir @narendramodi and @RahulGandhi "" Modi should resign "" ऐसी कंपनैनिंग करने वाले कतार में खड़े हैं,गुरु जी,मोदी जी क्यों नहीं किसी को गालियां दे रहे,मोदी जी क्यों नहीं ट्रंप का नाम ले रहे, मोदी जी,राहुल गांधी से डरते है,बला बला,देखो मोदी जी ने किसी को गालियां नहीं दी,ये हमारी नैतिक जीत है,modi shd rgn 1 46",1,1,1
Modi resign,/Sanatan1947,2025-08-29T15:41:49.000Z,सनातन Sanatan @Sanatan1947 · Aug 29 Replying to @PseudoProphet What's wrong with India! Modi must resign 2 82,2,2,2
Modi resign,/positivtygalore,2025-08-29T15:37:00.000Z,Nik @positivtygalore · Aug 29 Replying to @sagarikaghose and @airindia You missed to add Modi must resign in the end 30,30,30,30
Modi resign,/dp96,2025-08-29T15:27:00.000Z,dheerajpavecha @dp96 · Aug 29 Replying to @ARanganathan72 mod i must resign 17,17,17,17
Modi resign,/BharatheshBha,2025-08-29T15:26:53.000Z,"Bharath @BharatheshBha · Aug 29 OK deal Modi War
We will withdraw all Indian troops if at all its there and stop buying oil from Russia.
War will end right in next three months.
If not Trumpet will resign along with his entire team with apologise to the world. @realDonaldTrump Quote Peter Navarro @RealPNavarro · Aug 29 Replying to @RealPNavarro 9/ The Biden admin largely looked the other way at this madness.

President Trump is confronting it.

A 50% tariff—25% for unfair trade and 25% for national security—is a direct response.

If India, the world's largest democracy, wants to be treated like a strategic partner of Show more 17",17,17,17
Modi resign,/BharatheshBha,2025-08-29T15:26:41.000Z,"Bharath @BharatheshBha · Aug 29 Replying to @RealPNavarro OK deal Modi War
We will withdraw all Indian troops if at all its there and stop buying oil from Russia.
War will end right in next three months.
If not Trumpet will resign along with his entire team with apologise to the world. @realDonaldTrump 25",25,25,25
